component,name,bus,carrier,2025,2035,2045
Link,DE0 6 CCGT-1995,DE gas,CCGT,20.17544,,
Link,DE0 6 CCGT-2000,DE gas,CCGT,20.0,20.0,
Link,DE0 6 CCGT-2005,DE gas,CCGT,44.66667,44.66667,
Link,DE0 6 CCGT-2015,DE gas,CCGT,335.96491,335.96491,335.96491
Link,DE0 6 CCGT-2020,DE gas,CCGT,67.89474,67.89474,67.89474
Link,DE0 6 CCGT-2025,DE gas,CCGT,374.00148,374.00148,374.00148
Link,DE0 6 Fischer-Tropsch-2025,DE0 6 H2,Fischer-Tropsch,0.01553,,
Link,DE0 6 H2 Electrolysis-2025,DE0 6,H2 Electrolysis,0.00546,,
Link,DE0 6 H2 Fuel Cell-2025,DE0 6 H2,H2 Fuel Cell,0.01014,,
Link,DE0 6 H2 turbine-2025,DE0 6 H2,H2 turbine,0.03782,,
Link,DE0 6 OCGT-2025,DE gas,OCGT,0.04104,,
Link,DE0 6 SMR CC-2025,DE gas,SMR CC,2.34455,,
Link,DE0 6 SMR-2025,DE gas,SMR,565.05314,565.05314,565.05314
Link,DE0 6 Sabatier-2025,DE0 6 H2,Sabatier,0.00951,,
Link,DE0 6 agriculture machinery oil,DE oil,agriculture machinery oil,110.68807,110.68807,110.68807
Link,DE0 6 battery charger-2025,DE0 6,battery charger,0.0573,,
Link,DE0 6 battery discharger-2025,DE0 6 battery,battery discharger,0.05863,,
Link,DE0 6 biogas to gas CC-2025,DE0 6 biogas,biogas to gas CC,0.23813,,
Link,DE0 6 biogas to gas-2025,DE0 6 biogas,biogas to gas,1066.74709,1066.74709,
Link,DE0 6 coal for industry,EU coal,coal for industry,2583.26484,1050.80822,99.79909
Link,DE0 6 coal-1990,EU coal,coal,1081.67174,,
Link,DE0 6 electricity distribution grid-2025,DE0 6,electricity distribution grid,10417.03736,10417.03736,10417.03736
Link,DE0 6 electricity distribution grid-reversed-2025,DE0 6 low voltage,electricity distribution grid,10417.03736,10417.03736,10417.03736
Link,DE0 6 gas for industry,DE gas,gas for industry,5835.60796,3561.63892,0.00635
Link,DE0 6 gas for industry CC-2025,DE gas,gas for industry CC,0.03075,,
Link,DE0 6 home battery charger-2025,DE0 6 low voltage,home battery charger,0.04787,,
Link,DE0 6 home battery discharger-2025,DE0 6 home battery,home battery discharger,0.04899,,
Link,DE0 6 kerosene for aviation,DE oil,kerosene for aviation,2284.85915,2511.67729,2333.43326
Link,DE0 6 land transport oil,DE oil,land transport oil,8745.79165,2900.06388,221.12352
Link,DE0 6 methanolisation-2025,DE0 6 H2,methanolisation,0.72858,,
Link,DE0 6 naphtha for industry,DE oil,naphtha for industry,3844.74886,2993.15068,2078.76712
Link,DE0 6 process emissions,DE0 6 process emissions,process emissions,873.81679,0.00593,0.00043
Link,DE0 6 process emissions CC-2025,DE0 6 process emissions,process emissions CC,0.09402,,
Link,DE0 6 rural air heat pump-2025,DE0 6 low voltage,rural air heat pump,0.00327,,
Link,DE0 6 rural biomass boiler-2010,DE0 6 solid biomass,rural biomass boiler,131.13306,,
Link,DE0 6 rural biomass boiler-2015,DE0 6 solid biomass,rural biomass boiler,131.13306,,
Link,DE0 6 rural biomass boiler-2020,DE0 6 solid biomass,rural biomass boiler,131.13306,131.13306,
Link,DE0 6 rural biomass boiler-2024,DE0 6 solid biomass,rural biomass boiler,104.90645,104.90645,
Link,DE0 6 rural biomass boiler-2025,DE0 6 solid biomass,rural biomass boiler,0.00054,,
Link,DE0 6 rural gas boiler-2010,DE gas,rural gas boiler,461.58836,,
Link,DE0 6 rural gas boiler-2015,DE gas,rural gas boiler,461.58836,,
Link,DE0 6 rural gas boiler-2020,DE gas,rural gas boiler,461.58836,461.58836,
Link,DE0 6 rural gas boiler-2024,DE gas,rural gas boiler,369.27069,369.27069,
Link,DE0 6 rural gas boiler-2025,DE gas,rural gas boiler,0.00036,,
Link,DE0 6 rural ground heat pump-2010,DE0 6 low voltage,rural ground heat pump,49.83005,,
Link,DE0 6 rural ground heat pump-2015,DE0 6 low voltage,rural ground heat pump,49.83005,,
Link,DE0 6 rural ground heat pump-2020,DE0 6 low voltage,rural ground heat pump,49.83005,49.83005,
Link,DE0 6 rural ground heat pump-2024,DE0 6 low voltage,rural ground heat pump,30.82936,30.82936,
Link,DE0 6 rural ground heat pump-2025,DE0 6 low voltage,rural ground heat pump,0.0029,,
Link,DE0 6 rural oil boiler-2010,DE oil,rural oil boiler,263.3284,,
Link,DE0 6 rural oil boiler-2015,DE oil,rural oil boiler,263.3284,,
Link,DE0 6 rural oil boiler-2020,DE oil,rural oil boiler,263.3284,263.3284,
Link,DE0 6 rural oil boiler-2024,DE oil,rural oil boiler,210.66272,210.66272,
Link,DE0 6 rural resistive heater-2025,DE0 6 low voltage,rural resistive heater,13.6773,13.6773,
Link,DE0 6 rural water tanks charger-2025,DE0 6 rural heat,rural water tanks charger,0.70668,,
Link,DE0 6 rural water tanks discharger-2025,DE0 6 rural water tanks,rural water tanks discharger,0.70668,,
Link,DE0 6 shipping oil,DE oil,shipping oil,53.74682,34.93543,10.74936
Link,DE0 6 solid biomass biomass to liquid CC-2025,DE0 6 solid biomass,biomass to liquid CC,0.00698,,
Link,DE0 6 solid biomass biomass to liquid-2025,DE0 6 solid biomass,biomass to liquid,0.01023,,
Link,DE0 6 solid biomass for industry,DE0 6 solid biomass,solid biomass for industry,915.51489,1178.07449,0.00219
Link,DE0 6 solid biomass for industry CC-2025,DE0 6 solid biomass,solid biomass for industry CC,0.03339,,
Link,DE0 6 solid biomass-2010,DE0 6 solid biomass,solid biomass,152.19005,,
Link,DE0 6 unsustainable bioliquids,DE0 6 unsustainable bioliquids,unsustainable bioliquids,4405652.67327,1433333.01308,
Link,DE0 6 urban central DAC-2025,DE0 6,DAC,0.00093,,
Link,DE0 6 urban central air heat pump-2025,DE0 6 low voltage,urban central air heat pump,0.0054,,
Link,DE0 6 urban central coal CHP-2015,EU coal,urban central coal CHP,1219.09025,1219.09025,
Link,DE0 6 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.01649,,
Link,DE0 6 urban central gas CHP-1990,DE gas,urban central gas CHP,327.17576,,
Link,DE0 6 urban central gas CHP-1995,DE gas,urban central gas CHP,81.8249,,
Link,DE0 6 urban central gas CHP-2000,DE gas,urban central gas CHP,1831.20627,1831.20627,
Link,DE0 6 urban central gas CHP-2005,DE gas,urban central gas CHP,1925.15339,1925.15339,
Link,DE0 6 urban central gas CHP-2010,DE gas,urban central gas CHP,1132.53046,1132.53046,1132.53046
Link,DE0 6 urban central gas CHP-2015,DE gas,urban central gas CHP,1261.62284,1261.62284,1261.62284
Link,DE0 6 urban central gas CHP-2020,DE gas,urban central gas CHP,604.35482,604.35482,604.35482
Link,DE0 6 urban central gas CHP-2025,DE gas,urban central gas CHP,385.29766,385.29766,385.29766
Link,DE0 6 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09885,,
Link,DE0 6 urban central lignite CHP-2005,EU lignite,urban central lignite CHP,79.75758,,
Link,DE0 6 urban central lignite CHP-2015,EU lignite,urban central lignite CHP,24.0,24.0,
Link,DE0 6 urban central oil CHP-2010,DE oil,urban central oil CHP,12.72727,,
Link,DE0 6 urban central oil CHP-2020,DE oil,urban central oil CHP,446.67892,446.67892,
Link,DE0 6 urban central resistive heater-2025,DE0 6 low voltage,urban central resistive heater,0.09158,,
Link,DE0 6 urban central solid biomass CHP CC-2025,DE0 6 solid biomass,urban central solid biomass CHP CC,0.00777,,
Link,DE0 6 urban central solid biomass CHP-2005,DE0 6 solid biomass,urban central solid biomass CHP,165.84929,,
Link,DE0 6 urban central solid biomass CHP-2010,DE0 6 solid biomass,urban central solid biomass CHP,167.18567,,
Link,DE0 6 urban central solid biomass CHP-2015,DE0 6 solid biomass,urban central solid biomass CHP,253.73956,253.73956,
Link,DE0 6 urban central solid biomass CHP-2020,DE0 6 solid biomass,urban central solid biomass CHP,151.56661,151.56661,
Link,DE0 6 urban central solid biomass CHP-2025,DE0 6 solid biomass,urban central solid biomass CHP,0.03386,,
Link,DE0 6 urban central water pits charger-2025,DE0 6 urban central heat,urban central water pits charger,0.54806,,
Link,DE0 6 urban central water pits discharger-2025,DE0 6 urban central water pits,urban central water pits discharger,0.54806,,
Link,DE0 6 urban central water tanks charger-2025,DE0 6 urban central heat,urban central water tanks charger,0.14355,,
Link,DE0 6 urban central water tanks discharger-2025,DE0 6 urban central water tanks,urban central water tanks discharger,0.14355,,
Link,DE0 6 urban decentral DAC-2025,DE0 6,DAC,0.00085,,
Link,DE0 6 urban decentral air heat pump-2010,DE0 6 low voltage,urban decentral air heat pump,54.81305,,
Link,DE0 6 urban decentral air heat pump-2015,DE0 6 low voltage,urban decentral air heat pump,54.81305,,
Link,DE0 6 urban decentral air heat pump-2020,DE0 6 low voltage,urban decentral air heat pump,54.81305,54.81305,
Link,DE0 6 urban decentral air heat pump-2024,DE0 6 low voltage,urban decentral air heat pump,33.91229,33.91229,
Link,DE0 6 urban decentral air heat pump-2025,DE0 6 low voltage,urban decentral air heat pump,0.00257,,
Link,DE0 6 urban decentral biomass boiler-2010,DE0 6 solid biomass,urban decentral biomass boiler,1551.72381,,
Link,DE0 6 urban decentral biomass boiler-2015,DE0 6 solid biomass,urban decentral biomass boiler,1551.72381,,
Link,DE0 6 urban decentral biomass boiler-2020,DE0 6 solid biomass,urban decentral biomass boiler,1551.72381,1551.72381,
Link,DE0 6 urban decentral biomass boiler-2024,DE0 6 solid biomass,urban decentral biomass boiler,1241.37905,1241.37905,
Link,DE0 6 urban decentral biomass boiler-2025,DE0 6 solid biomass,urban decentral biomass boiler,0.00031,,
Link,DE0 6 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,5462.06781,,
Link,DE0 6 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,5462.06781,,
Link,DE0 6 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,5462.06781,5462.06781,
Link,DE0 6 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,4369.65425,4369.65425,
Link,DE0 6 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00028,,
Link,DE0 6 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,3116.01787,,
Link,DE0 6 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,3116.01787,,
Link,DE0 6 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,3116.01787,3116.01787,
Link,DE0 6 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,2492.81429,2492.81429,
Link,DE0 6 urban decentral resistive heater-2025,DE0 6 low voltage,urban decentral resistive heater,0.07282,,
Link,DE0 6 urban decentral water tanks charger-2025,DE0 6 urban decentral heat,urban decentral water tanks charger,0.71622,,
Link,DE0 6 urban decentral water tanks discharger-2025,DE0 6 urban decentral water tanks,urban decentral water tanks discharger,0.71622,,
Link,DE0 6 waste CHP CC-2025,DE0 6 non-sequestered HVC,waste CHP CC,0.08837,,
Link,DE0 6 waste CHP-2025,DE0 6 non-sequestered HVC,waste CHP,997.04324,997.04324,997.04324
Link,DE0 7 BEV charger-2025,DE0 7 low voltage,BEV charger,4690.98389,,
Link,DE0 7 CCGT-1980,DE gas,CCGT,1143.68421,1143.68421,
Link,DE0 7 CCGT-1995,DE gas,CCGT,59.19298,59.19298,59.19298
Link,DE0 7 CCGT-2000,DE gas,CCGT,26.49123,26.49123,
Link,DE0 7 CCGT-2005,DE gas,CCGT,42.10526,42.10526,
Link,DE0 7 CCGT-2010,DE gas,CCGT,3196.49123,3196.49123,3196.49123
Link,DE0 7 CCGT-2015,DE gas,CCGT,23.24561,23.24561,23.24561
Link,DE0 7 CCGT-2025,DE gas,CCGT,0.02268,,
Link,DE0 7 Fischer-Tropsch-2025,DE0 7 H2,Fischer-Tropsch,0.01623,,
Link,DE0 7 H2 Electrolysis-2025,DE0 7,H2 Electrolysis,0.00584,,
Link,DE0 7 H2 Fuel Cell-2025,DE0 7 H2,H2 Fuel Cell,0.01005,,
Link,DE0 7 H2 turbine-2025,DE0 7 H2,H2 turbine,0.03769,,
Link,DE0 7 OCGT-2015,DE gas,OCGT,57.55556,57.55556,57.55556
Link,DE0 7 OCGT-2025,DE gas,OCGT,0.04278,,
Link,DE0 7 SMR CC-2025,DE gas,SMR CC,2.948,,
Link,DE0 7 SMR-2025,DE gas,SMR,3.63964,,
Link,DE0 7 Sabatier-2025,DE0 7 H2,Sabatier,0.00839,,
Link,DE0 7 agriculture machinery oil,DE oil,agriculture machinery oil,73.87051,73.87051,73.87051
Link,DE0 7 battery charger-2025,DE0 7,battery charger,0.06358,,
Link,DE0 7 battery discharger-2025,DE0 7 battery,battery discharger,0.06506,,
Link,DE0 7 biogas to gas CC-2025,DE0 7 biogas,biogas to gas CC,0.2787,,
Link,DE0 7 biogas to gas-2025,DE0 7 biogas,biogas to gas,1438.82072,1438.82072,
Link,DE0 7 coal for industry,EU coal,coal for industry,419.46804,263.53196,74.84932
Link,DE0 7 electricity distribution grid-2025,DE0 7,electricity distribution grid,6597.15398,6597.15398,6597.15398
Link,DE0 7 electricity distribution grid-reversed-2025,DE0 7 low voltage,electricity distribution grid,6597.15398,6597.15398,6597.15398
Link,DE0 7 gas for industry,DE gas,gas for industry,2063.91819,1436.06845,0.00665
Link,DE0 7 gas for industry CC-2025,DE gas,gas for industry CC,0.03369,,
Link,DE0 7 home battery charger-2025,DE0 7 low voltage,home battery charger,0.048,,
Link,DE0 7 home battery discharger-2025,DE0 7 home battery,home battery discharger,0.04912,,
Link,DE0 7 kerosene for aviation,DE oil,kerosene for aviation,1524.85914,1676.23202,1557.27631
Link,DE0 7 land transport oil,DE oil,land transport oil,5786.09498,1918.64222,146.29227
Link,DE0 7 methanolisation-2025,DE0 7 H2,methanolisation,1.87056,,
Link,DE0 7 naphtha for industry,DE oil,naphtha for industry,1028.53881,761.41553,473.74429
Link,DE0 7 process emissions,DE0 7 process emissions,process emissions,296.39523,0.00442,0.00059
Link,DE0 7 process emissions CC-2025,DE0 7 process emissions,process emissions CC,0.19211,,
Link,DE0 7 rural air heat pump-2025,DE0 7 low voltage,rural air heat pump,0.00397,,
Link,DE0 7 rural biomass boiler-2010,DE0 7 solid biomass,rural biomass boiler,372.05896,,
Link,DE0 7 rural biomass boiler-2015,DE0 7 solid biomass,rural biomass boiler,372.05896,,
Link,DE0 7 rural biomass boiler-2020,DE0 7 solid biomass,rural biomass boiler,372.05896,372.05896,
Link,DE0 7 rural biomass boiler-2024,DE0 7 solid biomass,rural biomass boiler,297.64717,297.64717,
Link,DE0 7 rural biomass boiler-2025,DE0 7 solid biomass,rural biomass boiler,0.00056,,
Link,DE0 7 rural gas boiler-2010,DE gas,rural gas boiler,1309.64755,,
Link,DE0 7 rural gas boiler-2015,DE gas,rural gas boiler,1309.64755,,
Link,DE0 7 rural gas boiler-2020,DE gas,rural gas boiler,1309.64755,1309.64755,
Link,DE0 7 rural gas boiler-2024,DE gas,rural gas boiler,1047.71804,1047.71804,
Link,DE0 7 rural gas boiler-2025,DE gas,rural gas boiler,0.00037,,
Link,DE0 7 rural ground heat pump-2010,DE0 7 low voltage,rural ground heat pump,25.71845,,
Link,DE0 7 rural ground heat pump-2015,DE0 7 low voltage,rural ground heat pump,25.71845,,
Link,DE0 7 rural ground heat pump-2020,DE0 7 low voltage,rural ground heat pump,25.71845,25.71845,
Link,DE0 7 rural ground heat pump-2024,DE0 7 low voltage,rural ground heat pump,20.57476,20.57476,
Link,DE0 7 rural ground heat pump-2025,DE0 7 low voltage,rural ground heat pump,0.00323,,
Link,DE0 7 rural oil boiler-2010,DE oil,rural oil boiler,747.13191,,
Link,DE0 7 rural oil boiler-2015,DE oil,rural oil boiler,747.13191,,
Link,DE0 7 rural oil boiler-2020,DE oil,rural oil boiler,747.13191,747.13191,
Link,DE0 7 rural oil boiler-2024,DE oil,rural oil boiler,597.70553,597.70553,
Link,DE0 7 rural resistive heater-2025,DE0 7 low voltage,rural resistive heater,9.56857,,
Link,DE0 7 rural water tanks charger-2025,DE0 7 rural heat,rural water tanks charger,0.70624,,
Link,DE0 7 rural water tanks discharger-2025,DE0 7 rural water tanks,rural water tanks discharger,0.70624,,
Link,DE0 7 shipping oil,DE oil,shipping oil,35.86931,23.31505,7.17386
Link,DE0 7 solid biomass biomass to liquid CC-2025,DE0 7 solid biomass,biomass to liquid CC,0.00689,,
Link,DE0 7 solid biomass biomass to liquid-2025,DE0 7 solid biomass,biomass to liquid,0.0103,,
Link,DE0 7 solid biomass for industry,DE0 7 solid biomass,solid biomass for industry,549.07883,619.8517,0.0021
Link,DE0 7 solid biomass for industry CC-2025,DE0 7 solid biomass,solid biomass for industry CC,0.03445,,
Link,DE0 7 solid biomass-2010,DE0 7 solid biomass,solid biomass,56.16184,,
Link,DE0 7 unsustainable bioliquids,DE0 7 unsustainable bioliquids,unsustainable bioliquids,5942147.38167,1896766.61598,
Link,DE0 7 urban central DAC-2025,DE0 7,DAC,0.00095,,
Link,DE0 7 urban central air heat pump-2025,DE0 7 low voltage,urban central air heat pump,0.00532,,
Link,DE0 7 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.0161,,
Link,DE0 7 urban central gas CHP-1995,DE gas,urban central gas CHP,305.32869,,
Link,DE0 7 urban central gas CHP-2000,DE gas,urban central gas CHP,137.23235,137.23235,
Link,DE0 7 urban central gas CHP-2005,DE gas,urban central gas CHP,614.12351,614.12351,
Link,DE0 7 urban central gas CHP-2010,DE gas,urban central gas CHP,1076.95945,1076.95945,1076.95945
Link,DE0 7 urban central gas CHP-2015,DE gas,urban central gas CHP,1016.0474,1016.0474,1016.0474
Link,DE0 7 urban central gas CHP-2020,DE gas,urban central gas CHP,1633.72715,1633.72715,1633.72715
Link,DE0 7 urban central gas CHP-2025,DE gas,urban central gas CHP,338.79175,338.79175,338.79175
Link,DE0 7 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09704,,
Link,DE0 7 urban central resistive heater-2025,DE0 7 low voltage,urban central resistive heater,0.09165,,
Link,DE0 7 urban central solid biomass CHP CC-2025,DE0 7 solid biomass,urban central solid biomass CHP CC,0.00807,,
Link,DE0 7 urban central solid biomass CHP-2005,DE0 7 solid biomass,urban central solid biomass CHP,371.6284,,
Link,DE0 7 urban central solid biomass CHP-2010,DE0 7 solid biomass,urban central solid biomass CHP,552.79159,,
Link,DE0 7 urban central solid biomass CHP-2015,DE0 7 solid biomass,urban central solid biomass CHP,2669.8639,2669.8639,
Link,DE0 7 urban central solid biomass CHP-2020,DE0 7 solid biomass,urban central solid biomass CHP,154.0195,154.0195,
Link,DE0 7 urban central solid biomass CHP-2025,DE0 7 solid biomass,urban central solid biomass CHP,10.21933,10.21933,10.21933
Link,DE0 7 urban central water pits charger-2025,DE0 7 urban central heat,urban central water pits charger,0.49856,,
Link,DE0 7 urban central water pits discharger-2025,DE0 7 urban central water pits,urban central water pits discharger,0.49856,,
Link,DE0 7 urban central water tanks charger-2025,DE0 7 urban central heat,urban central water tanks charger,0.14079,,
Link,DE0 7 urban central water tanks discharger-2025,DE0 7 urban central water tanks,urban central water tanks discharger,0.14079,,
Link,DE0 7 urban decentral DAC-2025,DE0 7,DAC,0.00089,,
Link,DE0 7 urban decentral air heat pump-2010,DE0 7 low voltage,urban decentral air heat pump,28.29029,,
Link,DE0 7 urban decentral air heat pump-2015,DE0 7 low voltage,urban decentral air heat pump,28.29029,,
Link,DE0 7 urban decentral air heat pump-2020,DE0 7 low voltage,urban decentral air heat pump,28.29029,28.29029,
Link,DE0 7 urban decentral air heat pump-2024,DE0 7 low voltage,urban decentral air heat pump,22.63223,22.63223,
Link,DE0 7 urban decentral air heat pump-2025,DE0 7 low voltage,urban decentral air heat pump,0.00266,,
Link,DE0 7 urban decentral biomass boiler-2010,DE0 7 solid biomass,urban decentral biomass boiler,751.03857,,
Link,DE0 7 urban decentral biomass boiler-2015,DE0 7 solid biomass,urban decentral biomass boiler,751.03857,,
