component,name,bus,carrier,2025,2035,2045
Generator,DE0 1 0 solar rooftop-2035,DE0 1 low voltage,solar rooftop,,18640.94597,18640.94597
Generator,DE0 1 0 solar-2035,DE0 1,solar,,0.03872,
Generator,DE0 1 0 solar-hsat-2035,DE0 1,solar-hsat,,0.04841,
Generator,DE0 1 biogas,DE0 1 biogas,biogas,,3999208.90589,6169028.16455
Generator,DE0 1 solid biomass,DE0 1 solid biomass,solid biomass,,15424468.09196,22609500.76903
Generator,DE0 2 0 offwind-ac-2035,DE0 2,offwind-ac,,835.21715,835.21715
Generator,DE0 2 0 offwind-dc-2035,DE0 2,offwind-dc,,21704.11114,21704.11114
Generator,DE0 2 0 onwind-2035,DE0 2,onwind,,24821.65968,24821.65968
Generator,DE0 2 0 solar rooftop-2035,DE0 2 low voltage,solar rooftop,,17955.1077,17955.1077
Generator,DE0 2 0 solar-2035,DE0 2,solar,,0.03995,
Generator,DE0 2 0 solar-hsat-2035,DE0 2,solar-hsat,,0.05142,
Generator,DE0 2 biogas,DE0 2 biogas,biogas,,5653740.86129,8989250.72876
Generator,DE0 2 solid biomass,DE0 2 solid biomass,solid biomass,,15124866.55862,22661136.54352
Generator,DE0 3 0 offwind-ac-2035,DE0 3,offwind-ac,,0.03318,
Generator,DE0 3 0 offwind-dc-2035,DE0 3,offwind-dc,,0.06135,
Generator,DE0 3 0 onwind-2035,DE0 3,onwind,,27176.16243,27176.16243
Generator,DE0 3 0 solar rooftop-2035,DE0 3 low voltage,solar rooftop,,22096.59679,22096.59679
Generator,DE0 3 0 solar-2035,DE0 3,solar,,0.04573,
Generator,DE0 3 0 solar-hsat-2035,DE0 3,solar-hsat,,0.06242,
Generator,DE0 3 biogas,DE0 3 biogas,biogas,,3500329.06267,5225291.66721
Generator,DE0 3 solid biomass,DE0 3 solid biomass,solid biomass,,15070775.85107,21896172.13015
Generator,DE0 4 0 onwind-2035,DE0 4,onwind,,15596.0056,15596.0056
Generator,DE0 4 0 solar rooftop-2035,DE0 4 low voltage,solar rooftop,,33620.22004,33620.22004
Generator,DE0 4 0 solar-2035,DE0 4,solar,,0.04854,
Generator,DE0 4 0 solar-hsat-2035,DE0 4,solar-hsat,,0.07053,
Generator,DE0 4 biogas,DE0 4 biogas,biogas,,2237407.57188,3513160.87286
Generator,DE0 4 solid biomass,DE0 4 solid biomass,solid biomass,,8370772.65836,12565439.63439
Generator,DE0 5 0 onwind-2035,DE0 5,onwind,,0.08854,
Generator,DE0 5 0 solar rooftop-2035,DE0 5 low voltage,solar rooftop,,13438.61397,13438.61397
Generator,DE0 5 0 solar-2035,DE0 5,solar,,0.05151,
Generator,DE0 5 0 solar-hsat-2035,DE0 5,solar-hsat,,0.08057,
Generator,DE0 5 biogas,DE0 5 biogas,biogas,,1620560.13804,2444204.26181
Generator,DE0 5 solid biomass,DE0 5 solid biomass,solid biomass,,13317432.50896,19381885.46567
Generator,DE0 6 0 onwind-2035,DE0 6,onwind,,0.05364,
Generator,DE0 6 0 solar rooftop-2035,DE0 6 low voltage,solar rooftop,,24629.4141,24629.4141
Generator,DE0 6 0 solar-2035,DE0 6,solar,,0.05444,
Generator,DE0 6 0 solar-hsat-2035,DE0 6,solar-hsat,,0.09456,
Generator,DE0 6 biogas,DE0 6 biogas,biogas,,767593.22969,1222389.05347
Generator,DE0 6 solid biomass,DE0 6 solid biomass,solid biomass,,10885123.98203,15947707.30863
Generator,DE0 7 0 onwind-2035,DE0 7,onwind,,0.02067,
Generator,DE0 7 0 solar rooftop-2035,DE0 7 low voltage,solar rooftop,,16437.06891,16437.06891
Generator,DE0 7 0 solar-2035,DE0 7,solar,,0.06284,
Generator,DE0 7 0 solar-hsat-2035,DE0 7,solar-hsat,,0.13076,
Generator,DE0 7 biogas,DE0 7 biogas,biogas,,1448775.79606,2238029.2881
Generator,DE0 7 solid biomass,DE0 7 solid biomass,solid biomass,,16991534.47412,24909477.00071
Link,CO2 pipeline AT0 0 -> DE0 0-2035,AT0 0 co2 stored,CO2 pipeline,,0.01251,
Link,CO2 pipeline AT0 0 -> DE0 7-2035,AT0 0 co2 stored,CO2 pipeline,,307.40832,307.40832
Link,CO2 pipeline BE0 0 -> DE0 4-2035,BE0 0 co2 stored,CO2 pipeline,,0.0216,
Link,CO2 pipeline CH0 0 -> DE0 0-2035,CH0 0 co2 stored,CO2 pipeline,,184.06058,184.06058
Link,CO2 pipeline CZ0 0 -> DE0 3-2035,CZ0 0 co2 stored,CO2 pipeline,,0.03102,
Link,CO2 pipeline CZ0 0 -> DE0 7-2035,CZ0 0 co2 stored,CO2 pipeline,,0.01427,
Link,CO2 pipeline DE0 0 -> DE0 1-2035,DE0 0 co2 stored,CO2 pipeline,,0.01509,
Link,CO2 pipeline DE0 0 -> DE0 5-2035,DE0 0 co2 stored,CO2 pipeline,,0.02406,
Link,CO2 pipeline DE0 0 -> DE0 6-2035,DE0 0 co2 stored,CO2 pipeline,,135.96736,135.96736
Link,CO2 pipeline DE0 0 -> DE0 7-2035,DE0 0 co2 stored,CO2 pipeline,,0.01812,
Link,CO2 pipeline DE0 1 -> DE0 2-2035,DE0 1 co2 stored,CO2 pipeline,,0.02508,
Link,CO2 pipeline DE0 1 -> DE0 3-2035,DE0 1 co2 stored,CO2 pipeline,,1360.21369,1360.21369
Link,CO2 pipeline DE0 1 -> DE0 4-2035,DE0 1 co2 stored,CO2 pipeline,,0.01819,
Link,CO2 pipeline DE0 1 -> DE0 5-2035,DE0 1 co2 stored,CO2 pipeline,,59.8504,59.8504
Link,CO2 pipeline DE0 1 -> DE0 6-2035,DE0 1 co2 stored,CO2 pipeline,,0.03093,
Link,CO2 pipeline DE0 1 -> DE0 7-2035,DE0 1 co2 stored,CO2 pipeline,,0.01396,
Link,CO2 pipeline DE0 1 -> DK0 0-2035,DE0 1 co2 stored,CO2 pipeline,,1910.75215,1910.75215
Link,CO2 pipeline DE0 1 -> DK1 0-2035,DE0 1 co2 stored,CO2 pipeline,,0.03318,
Link,CO2 pipeline DE0 1 -> NO1 0-2035,DE0 1 co2 stored,CO2 pipeline,,0.00234,
Link,CO2 pipeline DE0 1 -> SE1 0-2035,DE0 1 co2 stored,CO2 pipeline,,0.00258,
Link,CO2 pipeline DE0 2 -> DE0 3-2035,DE0 2 co2 stored,CO2 pipeline,,0.03068,
Link,CO2 pipeline DE0 2 -> DE0 4-2035,DE0 2 co2 stored,CO2 pipeline,,1186.12655,1186.12655
Link,CO2 pipeline DE0 2 -> DE0 5-2035,DE0 2 co2 stored,CO2 pipeline,,270.62609,270.62609
Link,CO2 pipeline DE0 2 -> DE0 6-2035,DE0 2 co2 stored,CO2 pipeline,,492.42362,492.42362
Link,CO2 pipeline DE0 2 -> GB2 0-2035,DE0 2 co2 stored,CO2 pipeline,,0.00359,
Link,CO2 pipeline DE0 2 -> NL0 0-2035,DE0 2 co2 stored,CO2 pipeline,,0.01644,
Link,CO2 pipeline DE0 3 -> DE0 5-2035,DE0 3 co2 stored,CO2 pipeline,,0.01599,
Link,CO2 pipeline DE0 3 -> PL0 0-2035,DE0 3 co2 stored,CO2 pipeline,,999.52711,999.52711
Link,CO2 pipeline DE0 4 -> DE0 6-2035,DE0 4 co2 stored,CO2 pipeline,,0.05096,
Link,CO2 pipeline DE0 4 -> FR0 0-2035,DE0 4 co2 stored,CO2 pipeline,,0.0196,
Link,CO2 pipeline DE0 4 -> LU0 0-2035,DE0 4 co2 stored,CO2 pipeline,,0.07334,
Link,CO2 pipeline DE0 4 -> NL0 0-2035,DE0 4 co2 stored,CO2 pipeline,,75.20222,75.20222
Link,CO2 pipeline DE0 5 -> DE0 6-2035,DE0 5 co2 stored,CO2 pipeline,,0.01732,
Link,CO2 pipeline DE0 5 -> DE0 7-2035,DE0 5 co2 stored,CO2 pipeline,,0.02539,
Link,CO2 pipeline DE0 6 -> FR0 0-2035,DE0 6 co2 stored,CO2 pipeline,,0.01238,
Link,DC1,DE0 2,DC,,2000.00105,2000.00225
Link,DC1-reversed,DE0 4,DC,,2000.00105,2000.00225
Link,DC2,DE0 4,DC,,2000.00059,2000.00221
Link,DC20,DE0 1,DC,,2000.00037,2000.00029
Link,DC20-reversed,DE0 7,DC,,2000.00037,2000.00029
Link,DC25,DE0 1,DC,,0.02419,0.02674
Link,DC25-reversed,DE0 4,DC,,0.02419,0.02674
Link,DC3,DE0 1,DC,,2000.0004,2000.00033
Link,DC3-reversed,DE0 0,DC,,2000.0004,2000.00033
Link,DC34,DE0 2,DC,,0.02493,0.02755
Link,DC34-reversed,DE0 6,DC,,0.02493,0.02755
Link,DC35,DE0 2,DC,,0.02494,0.02755
Link,DC35-reversed,DE0 6,DC,,0.02494,0.02755
Link,DC4,DE0 1,DC,,2000.0005,2000.00057
Link,DC4-reversed,DE0 5,DC,,2000.0005,2000.00057
Link,DC5,DE0 1,DC,,2000.00037,2000.00029
Link,DC5-reversed,DE0 7,DC,,2000.00037,2000.00029
Link,DE shipping methanol,DE methanol,shipping methanol,,661.93246,1512.98848
Link,DE0 0 BEV charger-2035,DE0 0 low voltage,BEV charger,,31012.08032,
Link,DE0 0 Fischer-Tropsch-2035,DE0 0 H2,Fischer-Tropsch,,0.23885,
Link,DE0 0 H2 CCGT-2035,DE0 0 H2,H2 CCGT,,0.00874,
Link,DE0 0 H2 Electrolysis-2035,DE0 0,H2 Electrolysis,,0.01356,
Link,DE0 0 H2 Fuel Cell-2035,DE0 0 H2,H2 Fuel Cell,,0.00516,
Link,DE0 0 H2 OCGT-2035,DE0 0 H2,H2 OCGT,,0.01722,
Link,DE0 0 H2 turbine-2035,DE0 0 H2,H2 turbine,,0.0168,
Link,DE0 0 SMR CC-2035,DE gas,SMR CC,,0.00684,
Link,DE0 0 SMR-2035,DE gas,SMR,,0.00724,
Link,DE0 0 Sabatier-2035,DE0 0 H2,Sabatier,,0.00757,
Link,DE0 0 battery charger-2035,DE0 0,battery charger,,0.04573,
Link,DE0 0 battery discharger-2035,DE0 0 battery,battery discharger,,0.04667,
Link,DE0 0 biogas to gas CC-2035,DE0 0 biogas,biogas to gas CC,,0.00351,
Link,DE0 0 biogas to gas-2035,DE0 0 biogas,biogas to gas,,0.00354,
Link,DE0 0 electricity distribution grid-2035,DE0 0,electricity distribution grid,,4213.54126,4213.54126
Link,DE0 0 electricity distribution grid-reversed-2035,DE0 0 low voltage,electricity distribution grid,,4213.54126,4213.54126
Link,DE0 0 gas for industry CC-2035,DE gas,gas for industry CC,,0.01285,
Link,DE0 0 home battery charger-2035,DE0 0 low voltage,home battery charger,,0.03387,
Link,DE0 0 home battery discharger-2035,DE0 0 home battery,home battery discharger,,0.03457,
Link,DE0 0 methanolisation-2035,DE0 0 H2,methanolisation,,0.04883,
Link,DE0 0 process emissions CC-2035,DE0 0 process emissions,process emissions CC,,56.11324,56.11324
Link,DE0 0 rural air heat pump-2035,DE0 0 low voltage,rural air heat pump,,0.00311,
Link,DE0 0 rural biomass boiler-2035,DE0 0 solid biomass,rural biomass boiler,,0.00033,
Link,DE0 0 rural ground heat pump-2035,DE0 0 low voltage,rural ground heat pump,,379.64101,379.64101
Link,DE0 0 rural resistive heater-2035,DE0 0 low voltage,rural resistive heater,,555.48333,555.48333
Link,DE0 0 rural water tanks charger-2035,DE0 0 rural heat,rural water tanks charger,,0.37518,
Link,DE0 0 rural water tanks discharger-2035,DE0 0 rural water tanks,rural water tanks discharger,,0.37518,
Link,DE0 0 solid biomass biomass to liquid CC-2035,DE0 0 solid biomass,biomass to liquid CC,,0.00375,
Link,DE0 0 solid biomass biomass to liquid-2035,DE0 0 solid biomass,biomass to liquid,,0.00453,
Link,DE0 0 solid biomass for industry CC-2035,DE0 0 solid biomass,solid biomass for industry CC,,0.01548,
Link,DE0 0 urban central DAC-2035,DE0 0,DAC,,0.00062,
Link,DE0 0 urban central H2 CHP-2035,DE0 0 H2,urban central H2 CHP,,0.01536,
Link,DE0 0 urban central air heat pump-2035,DE0 0 low voltage,urban central air heat pump,,251.88349,251.88349
Link,DE0 0 urban central gas CHP CC-2035,DE gas,urban central gas CHP CC,,0.00656,
Link,DE0 0 urban central gas boiler-2035,DE gas,urban central gas boiler,,0.04509,
Link,DE0 0 urban central resistive heater-2035,DE0 0 low voltage,urban central resistive heater,,585.69493,585.69493
Link,DE0 0 urban central solid biomass CHP CC-2035,DE0 0 solid biomass,urban central solid biomass CHP CC,,0.00292,
Link,DE0 0 urban central solid biomass CHP-2035,DE0 0 solid biomass,urban central solid biomass CHP,,0.00728,
Link,DE0 0 urban central water pits charger-2035,DE0 0 urban central heat,urban central water pits charger,,1076.43428,1076.43428
Link,DE0 0 urban central water pits discharger-2035,DE0 0 urban central water pits,urban central water pits discharger,,1076.43428,1076.43428
Link,DE0 0 urban central water tanks charger-2035,DE0 0 urban central heat,urban central water tanks charger,,0.07223,
Link,DE0 0 urban central water tanks discharger-2035,DE0 0 urban central water tanks,urban central water tanks discharger,,0.07223,
Link,DE0 0 urban decentral DAC-2035,DE0 0,DAC,,0.00061,
Link,DE0 0 urban decentral air heat pump-2035,DE0 0 low voltage,urban decentral air heat pump,,761.9077,761.9077
Link,DE0 0 urban decentral biomass boiler-2035,DE0 0 solid biomass,urban decentral biomass boiler,,0.00383,
Link,DE0 0 urban decentral resistive heater-2035,DE0 0 low voltage,urban decentral resistive heater,,1541.16004,1541.16004
Link,DE0 0 urban decentral water tanks charger-2035,DE0 0 urban decentral heat,urban decentral water tanks charger,,0.37782,
Link,DE0 0 urban decentral water tanks discharger-2035,DE0 0 urban decentral water tanks,urban decentral water tanks discharger,,0.37782,
Link,DE0 0 waste CHP CC-2035,DE0 0 non-sequestered HVC,waste CHP CC,,0.01927,
Link,DE0 0 waste CHP-2035,DE0 0 non-sequestered HVC,waste CHP,,289.87056,289.87056
Link,DE0 1 BEV charger-2035,DE0 1 low voltage,BEV charger,,32372.61206,
Link,DE0 1 Fischer-Tropsch-2035,DE0 1 H2,Fischer-Tropsch,,0.15359,
Link,DE0 1 H2 CCGT-2035,DE0 1 H2,H2 CCGT,,0.00813,
Link,DE0 1 H2 Electrolysis-2035,DE0 1,H2 Electrolysis,,0.01766,
Link,DE0 1 H2 Fuel Cell-2035,DE0 1 H2,H2 Fuel Cell,,0.0048,
Link,DE0 1 H2 OCGT-2035,DE0 1 H2,H2 OCGT,,0.01678,
Link,DE0 1 H2 turbine-2035,DE0 1 H2,H2 turbine,,0.01657,
Link,DE0 1 SMR CC-2035,DE gas,SMR CC,,0.00695,
Link,DE0 1 SMR-2035,DE gas,SMR,,0.00724,
Link,DE0 1 Sabatier-2035,DE0 1 H2,Sabatier,,0.00722,
Link,DE0 1 battery charger-2035,DE0 1,battery charger,,0.04614,
Link,DE0 1 battery discharger-2035,DE0 1 battery,battery discharger,,0.04709,
Link,DE0 1 biogas to gas CC-2035,DE0 1 biogas,biogas to gas CC,,0.00379,
Link,DE0 1 biogas to gas-2035,DE0 1 biogas,biogas to gas,,0.00374,
Link,DE0 1 co2 sequestered,DE0 1 co2 stored,co2 sequestered,,4.25316,2577.5163
Link,DE0 1 electricity distribution grid-2035,DE0 1,electricity distribution grid,,4169.18557,4169.18557
Link,DE0 1 electricity distribution grid-reversed-2035,DE0 1 low voltage,electricity distribution grid,,4169.18557,4169.18557
Link,DE0 1 gas for industry CC-2035,DE gas,gas for industry CC,,0.01394,
Link,DE0 1 home battery charger-2035,DE0 1 low voltage,home battery charger,,0.03418,
Link,DE0 1 home battery discharger-2035,DE0 1 home battery,home battery discharger,,0.03488,
Link,DE0 1 methanolisation-2035,DE0 1 H2,methanolisation,,0.05023,
Link,DE0 1 process emissions CC-2035,DE0 1 process emissions,process emissions CC,,510.77778,510.77778
Link,DE0 1 rural air heat pump-2035,DE0 1 low voltage,rural air heat pump,,0.00377,
Link,DE0 1 rural biomass boiler-2035,DE0 1 solid biomass,rural biomass boiler,,0.00064,
Link,DE0 1 rural ground heat pump-2035,DE0 1 low voltage,rural ground heat pump,,831.12727,831.12727
Link,DE0 1 rural resistive heater-2035,DE0 1 low voltage,rural resistive heater,,1490.76579,1490.76579
Link,DE0 1 rural water tanks charger-2035,DE0 1 rural heat,rural water tanks charger,,0.37518,
Link,DE0 1 rural water tanks discharger-2035,DE0 1 rural water tanks,rural water tanks discharger,,0.37518,
Link,DE0 1 solid biomass biomass to liquid CC-2035,DE0 1 solid biomass,biomass to liquid CC,,0.00515,
Link,DE0 1 solid biomass biomass to liquid-2035,DE0 1 solid biomass,biomass to liquid,,0.00552,
Link,DE0 1 solid biomass for industry CC-2035,DE0 1 solid biomass,solid biomass for industry CC,,0.04943,
Link,DE0 1 urban central DAC-2035,DE0 1,DAC,,0.00063,
Link,DE0 1 urban central H2 CHP-2035,DE0 1 H2,urban central H2 CHP,,0.0125,
Link,DE0 1 urban central air heat pump-2035,DE0 1 low voltage,urban central air heat pump,,595.57713,595.57713
Link,DE0 1 urban central gas CHP CC-2035,DE gas,urban central gas CHP CC,,0.00607,
Link,DE0 1 urban central gas boiler-2035,DE gas,urban central gas boiler,,0.04465,
Link,DE0 1 urban central resistive heater-2035,DE0 1 low voltage,urban central resistive heater,,730.50669,730.50669
Link,DE0 1 urban central solid biomass CHP CC-2035,DE0 1 solid biomass,urban central solid biomass CHP CC,,0.00335,
Link,DE0 1 urban central solid biomass CHP-2035,DE0 1 solid biomass,urban central solid biomass CHP,,0.00833,
Link,DE0 1 urban central water pits charger-2035,DE0 1 urban central heat,urban central water pits charger,,3354.86857,3354.86857
Link,DE0 1 urban central water pits discharger-2035,DE0 1 urban central water pits,urban central water pits discharger,,3354.86857,3354.86857
Link,DE0 1 urban central water tanks charger-2035,DE0 1 urban central heat,urban central water tanks charger,,0.07488,
Link,DE0 1 urban central water tanks discharger-2035,DE0 1 urban central water tanks,urban central water tanks discharger,,0.07488,
Link,DE0 1 urban decentral DAC-2035,DE0 1,DAC,,0.00062,
Link,DE0 1 urban decentral air heat pump-2035,DE0 1 low voltage,urban decentral air heat pump,,0.01558,
Link,DE0 1 urban decentral biomass boiler-2035,DE0 1 solid biomass,urban decentral biomass boiler,,2606.9039,2606.9039
Link,DE0 1 urban decentral resistive heater-2035,DE0 1 low voltage,urban decentral resistive heater,,40.93709,40.93709
Link,DE0 1 urban decentral water tanks charger-2035,DE0 1 urban decentral heat,urban decentral water tanks charger,,0.37702,
Link,DE0 1 urban decentral water tanks discharger-2035,DE0 1 urban decentral water tanks,urban decentral water tanks discharger,,0.37702,
Link,DE0 1 waste CHP CC-2035,DE0 1 non-sequestered HVC,waste CHP CC,,104.24152,104.24152
Link,DE0 1 waste CHP-2035,DE0 1 non-sequestered HVC,waste CHP,,100.45689,100.45689
Link,DE0 2 BEV charger-2035,DE0 2 low voltage,BEV charger,,31181.52586,
Link,DE0 2 Fischer-Tropsch-2035,DE0 2 H2,Fischer-Tropsch,,0.27579,
Link,DE0 2 H2 CCGT-2035,DE0 2 H2,H2 CCGT,,0.00818,
Link,DE0 2 H2 Electrolysis-2035,DE0 2,H2 Electrolysis,,0.01684,
Link,DE0 2 H2 Fuel Cell-2035,DE0 2 H2,H2 Fuel Cell,,0.00496,
Link,DE0 2 H2 OCGT-2035,DE0 2 H2,H2 OCGT,,0.0177,
Link,DE0 2 H2 turbine-2035,DE0 2 H2,H2 turbine,,0.01752,
Link,DE0 2 SMR CC-2035,DE gas,SMR CC,,0.00695,
Link,DE0 2 SMR-2035,DE gas,SMR,,0.00724,
Link,DE0 2 Sabatier-2035,DE0 2 H2,Sabatier,,0.00723,
Link,DE0 2 battery charger-2035,DE0 2,battery charger,,0.04609,
Link,DE0 2 battery discharger-2035,DE0 2 battery,battery discharger,,0.04704,
Link,DE0 2 biogas to gas CC-2035,DE0 2 biogas,biogas to gas CC,,0.00384,
Link,DE0 2 biogas to gas-2035,DE0 2 biogas,biogas to gas,,0.00379,
Link,DE0 2 co2 sequestered,DE0 2 co2 stored,co2 sequestered,,2621.6633,6574.32516
Link,DE0 2 electricity distribution grid-2035,DE0 2,electricity distribution grid,,5466.49956,5466.49956
Link,DE0 2 electricity distribution grid-reversed-2035,DE0 2 low voltage,electricity distribution grid,,5466.49956,5466.49956
Link,DE0 2 gas for industry CC-2035,DE gas,gas for industry CC,,0.01379,
Link,DE0 2 home battery charger-2035,DE0 2 low voltage,home battery charger,,0.03416,
Link,DE0 2 home battery discharger-2035,DE0 2 home battery,home battery discharger,,0.03486,
Link,DE0 2 methanolisation-2035,DE0 2 H2,methanolisation,,0.05616,
Link,DE0 2 process emissions CC-2035,DE0 2 process emissions,process emissions CC,,726.96981,726.96981
Link,DE0 2 rural air heat pump-2035,DE0 2 low voltage,rural air heat pump,,0.00361,
Link,DE0 2 rural biomass boiler-2035,DE0 2 solid biomass,rural biomass boiler,,0.00044,
Link,DE0 2 rural ground heat pump-2035,DE0 2 low voltage,rural ground heat pump,,699.16127,699.16127
Link,DE0 2 rural resistive heater-2035,DE0 2 low voltage,rural resistive heater,,1455.09647,1455.09647
Link,DE0 2 rural water tanks charger-2035,DE0 2 rural heat,rural water tanks charger,,0.37573,
Link,DE0 2 rural water tanks discharger-2035,DE0 2 rural water tanks,rural water tanks discharger,,0.37573,
Link,DE0 2 solid biomass biomass to liquid CC-2035,DE0 2 solid biomass,biomass to liquid CC,,0.00419,
Link,DE0 2 solid biomass biomass to liquid-2035,DE0 2 solid biomass,biomass to liquid,,0.0048,
Link,DE0 2 solid biomass for industry CC-2035,DE0 2 solid biomass,solid biomass for industry CC,,0.02701,
Link,DE0 2 urban central DAC-2035,DE0 2,DAC,,0.00063,
Link,DE0 2 urban central H2 CHP-2035,DE0 2 H2,urban central H2 CHP,,0.01479,
Link,DE0 2 urban central air heat pump-2035,DE0 2 low voltage,urban central air heat pump,,286.93511,286.93511
Link,DE0 2 urban central gas CHP CC-2035,DE gas,urban central gas CHP CC,,0.00627,
Link,DE0 2 urban central gas boiler-2035,DE gas,urban central gas boiler,,0.0447,
Link,DE0 2 urban central resistive heater-2035,DE0 2 low voltage,urban central resistive heater,,787.84473,787.84473
Link,DE0 2 urban central solid biomass CHP CC-2035,DE0 2 solid biomass,urban central solid biomass CHP CC,,0.00304,
Link,DE0 2 urban central solid biomass CHP-2035,DE0 2 solid biomass,urban central solid biomass CHP,,0.00722,
Link,DE0 2 urban central water pits charger-2035,DE0 2 urban central heat,urban central water pits charger,,1.05142,
Link,DE0 2 urban central water pits discharger-2035,DE0 2 urban central water pits,urban central water pits discharger,,1.05142,
Link,DE0 2 urban central water tanks charger-2035,DE0 2 urban central heat,urban central water tanks charger,,0.07264,
Link,DE0 2 urban central water tanks discharger-2035,DE0 2 urban central water tanks,urban central water tanks discharger,,0.07264,
Link,DE0 2 urban decentral DAC-2035,DE0 2,DAC,,0.00062,
Link,DE0 2 urban decentral air heat pump-2035,DE0 2 low voltage,urban decentral air heat pump,,475.45979,475.45979
Link,DE0 2 urban decentral biomass boiler-2035,DE0 2 solid biomass,urban decentral biomass boiler,,1102.24141,1102.24141
Link,DE0 2 urban decentral resistive heater-2035,DE0 2 low voltage,urban decentral resistive heater,,1014.94276,1014.94276
Link,DE0 2 urban decentral water tanks charger-2035,DE0 2 urban decentral heat,urban decentral water tanks charger,,0.37676,
Link,DE0 2 urban decentral water tanks discharger-2035,DE0 2 urban decentral water tanks,urban decentral water tanks discharger,,0.37676,
Link,DE0 2 waste CHP CC-2035,DE0 2 non-sequestered HVC,waste CHP CC,,0.07025,
Link,DE0 2 waste CHP-2035,DE0 2 non-sequestered HVC,waste CHP,,229.81462,229.81462
Link,DE0 3 BEV charger-2035,DE0 3 low voltage,BEV charger,,38373.78338,
Link,DE0 3 Fischer-Tropsch-2035,DE0 3 H2,Fischer-Tropsch,,0.11862,
Link,DE0 3 H2 CCGT-2035,DE0 3 H2,H2 CCGT,,0.0082,
Link,DE0 3 H2 Electrolysis-2035,DE0 3,H2 Electrolysis,,0.0424,
Link,DE0 3 H2 Fuel Cell-2035,DE0 3 H2,H2 Fuel Cell,,0.00501,
Link,DE0 3 H2 OCGT-2035,DE0 3 H2,H2 OCGT,,0.0167,
Link,DE0 3 H2 turbine-2035,DE0 3 H2,H2 turbine,,0.01652,
Link,DE0 3 SMR CC-2035,DE gas,SMR CC,,0.00689,
Link,DE0 3 SMR-2035,DE gas,SMR,,0.00727,
Link,DE0 3 Sabatier-2035,DE0 3 H2,Sabatier,,0.00713,
Link,DE0 3 battery charger-2035,DE0 3,battery charger,,0.04621,
Link,DE0 3 battery discharger-2035,DE0 3 battery,battery discharger,,0.04716,
Link,DE0 3 biogas to gas CC-2035,DE0 3 biogas,biogas to gas CC,,0.00375,
Link,DE0 3 biogas to gas-2035,DE0 3 biogas,biogas to gas,,0.00371,
Link,DE0 3 electricity distribution grid-2035,DE0 3,electricity distribution grid,,6428.59868,6428.59868
Link,DE0 3 electricity distribution grid-reversed-2035,DE0 3 low voltage,electricity distribution grid,,6428.59868,6428.59868
Link,DE0 3 gas for industry CC-2035,DE gas,gas for industry CC,,0.01349,
Link,DE0 3 home battery charger-2035,DE0 3 low voltage,home battery charger,,0.03382,
Link,DE0 3 home battery discharger-2035,DE0 3 home battery,home battery discharger,,0.03452,
Link,DE0 3 methanolisation-2035,DE0 3 H2,methanolisation,,0.06639,
Link,DE0 3 process emissions CC-2035,DE0 3 process emissions,process emissions CC,,389.91929,389.91929
Link,DE0 3 rural air heat pump-2035,DE0 3 low voltage,rural air heat pump,,0.00373,
Link,DE0 3 rural biomass boiler-2035,DE0 3 solid biomass,rural biomass boiler,,0.00026,
Link,DE0 3 rural ground heat pump-2035,DE0 3 low voltage,rural ground heat pump,,1085.82193,1085.82193
Link,DE0 3 rural resistive heater-2035,DE0 3 low voltage,rural resistive heater,,2099.57877,2099.57877
Link,DE0 3 rural water tanks charger-2035,DE0 3 rural heat,rural water tanks charger,,0.37512,
Link,DE0 3 rural water tanks discharger-2035,DE0 3 rural water tanks,rural water tanks discharger,,0.37512,
Link,DE0 3 solid biomass biomass to liquid CC-2035,DE0 3 solid biomass,biomass to liquid CC,,0.0037,
Link,DE0 3 solid biomass biomass to liquid-2035,DE0 3 solid biomass,biomass to liquid,,0.00447,
Link,DE0 3 solid biomass for industry CC-2035,DE0 3 solid biomass,solid biomass for industry CC,,0.01504,
Link,DE0 3 urban central DAC-2035,DE0 3,DAC,,0.00062,
Link,DE0 3 urban central H2 CHP-2035,DE0 3 H2,urban central H2 CHP,,0.01542,
Link,DE0 3 urban central air heat pump-2035,DE0 3 low voltage,urban central air heat pump,,1290.24942,1290.24942
Link,DE0 3 urban central gas CHP CC-2035,DE gas,urban central gas CHP CC,,0.00639,
Link,DE0 3 urban central gas boiler-2035,DE gas,urban central gas boiler,,377.18085,377.18085
Link,DE0 3 urban central resistive heater-2035,DE0 3 low voltage,urban central resistive heater,,1067.53807,1067.53807
Link,DE0 3 urban central solid biomass CHP CC-2035,DE0 3 solid biomass,urban central solid biomass CHP CC,,0.00295,
Link,DE0 3 urban central solid biomass CHP-2035,DE0 3 solid biomass,urban central solid biomass CHP,,0.0074,
Link,DE0 3 urban central water pits charger-2035,DE0 3 urban central heat,urban central water pits charger,,1351.64872,1351.64872
Link,DE0 3 urban central water pits discharger-2035,DE0 3 urban central water pits,urban central water pits discharger,,1351.64872,1351.64872
Link,DE0 3 urban central water tanks charger-2035,DE0 3 urban central heat,urban central water tanks charger,,0.0745,
Link,DE0 3 urban central water tanks discharger-2035,DE0 3 urban central water tanks,urban central water tanks discharger,,0.0745,
Link,DE0 3 urban decentral DAC-2035,DE0 3,DAC,,0.00061,
Link,DE0 3 urban decentral air heat pump-2035,DE0 3 low voltage,urban decentral air heat pump,,355.32288,355.32288
Link,DE0 3 urban decentral biomass boiler-2035,DE0 3 solid biomass,urban decentral biomass boiler,,0.00049,
